date,target_swe,ERA5,BiLSTM_avg,Transformer_avg
2023-01-08,,134.08719938605907,119.42111137717845,119.11203020423534
2023-01-09,,136.464433955426,120.03959455418087,117.03116540836788
2023-01-10,125.0,136.46558734348997,119.86759883335813,118.20236998966917
2023-01-11,,136.6246192036037,118.90396509746355,117.61482267955584
2023-01-12,,137.26505488770948,117.91198748963821,118.1510858477925
2023-01-13,,137.90416756785947,118.41066132701476,118.95697346843322
2023-01-14,,138.48055629123684,118.6864339767837,119.85665511478419
2023-01-15,,139.17842391629233,119.19974769253744,120.21540092129722
2023-01-16,,139.62892372480576,119.5208689915294,120.86149799696152
2023-01-17,,140.99110895152677,120.79525743480312,121.88659044261563
2023-01-18,,141.59667160828678,121.52695458252995,122.45209229310123
2023-01-19,,141.70437769955407,121.95828070706139,123.03969073361168
2023-01-20,122.0,144.1015590977919,124.28375247242568,124.80964415791152
2023-01-21,,145.74998810344636,126.23332741313875,126.20990803295076
2023-01-22,,145.76287891122007,127.51642085763119,127.79335548134945
2023-01-23,,145.70500596895175,127.93350957765537,126.60519727601964
2023-01-24,,147.0756719902608,129.15234359060258,127.82887271200153
2023-01-25,,150.87289688226036,132.89612228509242,131.1799508297091
2023-01-26,,151.6997743545882,134.77770804752032,132.36521777499834
2023-01-27,,151.64274949177866,135.66092585667735,133.090540591327
2023-01-28,,151.58419808594329,135.75171260086637,132.59371995178802
2023-01-29,,151.55041060030476,136.1491737800838,132.51195234835163
2023-01-30,,151.5744960569346,136.48964669932963,132.560441377064
2023-01-31,141.0,151.58772609649185,136.7282281678725,132.6110979836989
2023-02-01,,151.89147423545484,137.2448261145747,132.398382461468
2023-02-02,,152.02713302568418,137.79712118104916,132.40155300096495
2023-02-03,,153.11423519914956,139.28182257479043,133.79378403490395
2023-02-04,,157.42410716240323,143.88916978065885,136.7669187468759
2023-02-05,,160.17975478628574,152.36335788229403,142.50448136785923
2023-02-06,,161.3847060813457,171.0505035056621,174.39148918528858
2023-02-07,,162.40698106098057,176.596349881171,178.10311581897616
2023-02-08,,163.1958306503759,175.217855472611,178.75675708775384
2023-02-09,,163.9152394936849,175.84288746579185,179.39381844265952
2023-02-10,175.0,166.50367977147084,177.79582426075916,179.6293176842211
2023-02-11,,166.88100728427918,178.09137601291687,181.38400773441344
2023-02-12,,167.3673638923105,178.67149272989596,183.55264507364595
2023-02-13,,167.7645364644547,178.52456139350133,182.17943400168616
2023-02-14,,167.77328864446952,177.98518000952078,182.17049132696462
2023-02-15,163.0,168.12524161987062,177.82234874419925,181.22856479339356
2023-02-16,,169.48240621619556,178.88734739356374,180.8841134839568
2023-02-17,,169.52148571765696,179.1278666571406,184.74200669086252
