date,observed_swe,ERA5_Land,PINN_prediction,PINN_std,PINN_physics,PINN_correction,n_predictions,bias_vs_ERA5,absolute_error,is_observed
2022-10-29,,1.0579824447631836,4.5773487985134125,1.1193979520437791,3.7351687103509903,2.2357282787561417,8,3.519366353750229,,False
2022-10-30,,1.5603104829788208,4.272179871797562,1.2741890026259874,4.886726975440979,1.1129416152834892,8,2.711869388818741,,False
2022-10-31,,1.4975467920303345,4.727456033229828,0.7602434541802486,4.705862313508987,1.6852042376995087,8,3.2299092411994934,,False
2022-11-01,,0.9114344716072083,3.983542785048485,1.32776270336302,4.853462338447571,1.1739153861999512,8,3.0721083134412766,,False
2022-11-02,,0.7015466690063477,3.769057035446167,0.9971485950826817,4.320351630449295,1.326988399028778,8,3.0675103664398193,,False
2022-11-03,,0.5010564923286438,3.2519461512565613,1.4414191896173159,3.7242493430773416,1.1977271967464023,9,2.7508896589279175,,False
2022-11-04,,0.37918487191200256,3.0561804374059043,1.4468908006070944,4.603823092248705,0.5887229641278585,9,2.6769955654939017,,False
2022-11-05,,0.2550283968448639,2.8317348692152233,1.383780612662692,4.580185413360596,0.4391448696454366,9,2.5767064723703594,,False
2022-11-06,,0.17325083911418915,2.9490740365452237,1.3744851264928624,3.3505316972732544,1.2445549219846725,9,2.7758231974310346,,False
2022-11-07,,1.5082359313964844,3.491330067316691,1.7571327683001172,3.045384771294064,1.251399462421735,9,1.9830941359202066,,False
2022-11-08,,2.9685299396514893,4.886231210496691,1.95899030390759,3.5828342768881054,1.6298490795824263,9,1.9177012708452015,,False
2022-11-09,,4.449129104614258,6.274503072102864,2.1482450256404637,4.943643252054851,1.5969018836816151,9,1.8253739674886065,,False
2022-11-10,11.0,4.829645156860352,7.825126118130154,1.5887438159158491,6.325138966242473,2.284126877784729,9,2.995480961269802,3.1748738818698463,True
2022-11-11,,5.97544527053833,7.420292556285858,1.6592608728015095,7.537650167942047,0.7019251734018326,8,1.444847285747528,,False
2022-11-12,,8.322715759277344,7.87319153547287,1.745434409930968,7.74469119310379,-0.15736802481114864,8,-0.4495242238044739,,False
2022-11-13,,15.473822593688965,7.094751463996039,4.356725654389822,8.840539561377632,-5.161084413528442,9,-8.379071129692925,,False
2022-11-14,,14.351566314697266,12.605150752597385,3.0602037859292697,7.15902578830719,1.7470254169570074,9,-1.7464155620998802,,False
