date,target_swe,ERA5,Ridge,RandomForest,XGBoost,CatBoost,Ensemble
2022-02-10,118.0,97.3863572675142,99.59407537177223,111.44937624153239,119.80017852783203,118.25510774048729,116.50155416995057
2022-02-11,,97.3965002978414,98.03882306772913,109.50061143182306,106.23441314697266,116.68477734889291,110.80660064256288
2022-02-12,,97.64827812756934,95.96004367238729,105.06764389983117,103.12211608886719,108.04722971314547,105.41232990061462
2022-02-13,,100.17718322734764,105.40965855135353,106.48982161570311,124.62156677246094,111.36062249527356,114.15733696114587
2022-02-14,,102.47663194875362,113.1063156631091,104.88675714597491,115.5326919555664,109.50684369869134,109.97543093341089
2022-02-15,130.0,107.0323451855237,125.13401342998594,110.18118027757986,129.30227661132812,111.07501575959431,116.85282421616743
2022-02-16,,109.30150050866138,129.7024800282063,116.98151112979056,131.02777099609375,121.16532174244439,123.05820128944289
2022-02-17,,109.60541826351616,126.62008314256947,120.17899505269867,131.94036865234375,125.1615986223804,125.7603207758076
2022-02-18,,109.51653953623416,124.14294644628211,122.24500733116807,131.85150146484375,126.5228869841031,126.87313192670497
2022-02-19,,109.46321229986496,123.69396076135901,120.8912658519417,129.36038208007812,119.16705804026569,123.13956865742848
2022-02-20,130.0,109.4623642204062,122.67645933812788,120.72066692162736,129.3595428466797,113.23765911741832,121.1059562952418
2022-02-21,,109.4028290423986,120.50841965957713,120.01025977658281,129.3000030517578,112.51130610418677,120.60718964417579
2022-02-22,,109.29705657229728,119.68987908920518,120.78372722320891,129.07716369628906,114.21625070798001,121.35904720915933
2022-02-23,,109.90187291913352,120.30713456948953,119.21312615177816,129.07327270507812,117.42311193556286,121.90317026413972
2022-02-24,,110.41689461287228,121.75580708679077,120.83470411221738,130.19699096679688,120.2495759314067,123.76042367014031
2022-02-25,120.0,110.372048171091,120.10460799885762,123.18441342824002,130.1521453857422,122.90936040737766,125.41530640711996
2022-02-26,,112.7652266342834,125.07698567371784,118.68986369813362,129.32542419433594,119.0654450730172,122.36024432182892
2022-02-27,,113.05133472050343,127.48489738375604,123.83920072718541,132.94851684570312,123.50625699568317,126.7646581895239
2022-02-28,122.0,113.03762975644926,123.43970996388822,125.38810948925425,132.92604064941406,121.46658751493395,126.59357921786743
2022-03-01,,113.32826115542652,126.66021831818408,127.00194480861887,133.099609375,121.34170498525918,127.14775305629269
2022-03-02,,113.11812110967035,126.3441254883712,124.60476669871511,132.28077697753906,121.68261437600778,126.18938601742066
2022-03-03,,113.03063263215142,127.09753950608159,126.14530368704456,132.1897735595703,121.82587520135105,126.72031748265532
2022-03-04,,113.04342550457858,124.08018071599281,129.35366176195413,132.8147735595703,124.63331663644271,128.93391731932238
2022-03-05,135.0,113.05506447991368,123.06333547880828,129.41813911887036,140.84039306640625,122.51151035810284,130.92334751445983
2022-03-06,,112.6597316435314,123.15716492280923,90.38669046000874,107.04022216796875,111.02856847185483,102.8184936999441
2022-03-07,,113.53458564813168,122.35251078092011,83.88063600557801,113.54908752441406,106.12995714446163,101.18656022481791
2022-03-08,,112.35161034936596,130.2921454188229,114.64625732541651,134.79412841796875,118.12004699461295,122.5201442459994
2022-03-09,,112.32160902497276,125.59846117349953,124.2917059899252,132.7064666748047,107.520658813347,121.50627715935896
2022-03-10,132.0,112.2611909732332,122.9616048340334,127.83966910396137,133.25823974609375,124.1910043314935,128.42963772718286
2022-03-11,,112.1941572448326,122.71096501659682,128.52621115735388,136.35545349121094,114.70515734258699,126.52894066371726
2022-03-12,,112.2120118791702,121.13324373660774,128.76487068859603,136.37330627441406,125.06110541144047,130.06642745815017
2022-03-13,,111.40268384410358,124.53583330457765,123.37281389126979,135.95782470703125,121.89600364058948,127.0755474129635
2022-03-14,,110.44424922680275,132.21736438710587,120.32133853931377,136.54820251464844,115.30550594136943,124.05834899844388
2022-03-15,135.0,110.20319243162706,129.07246792666407,123.5783724103248,136.30714416503906,120.58416571012211,126.82322742849533
2022-03-16,,110.1356663738005,127.4728526925069,126.28143199186447,136.85182189941406,127.75374986664421,130.2956679193076
2022-03-17,,110.1119191716462,127.26244976424546,125.70444547927849,133.04798889160156,125.1823121379886,127.97824883628955
2022-03-18,,110.10094945662446,124.61594096637927,125.22471743052853,131.21507263183594,120.75653885125942,125.73210963787464
2022-03-19,,110.08957972394418,124.29646676635127,125.4719169840484,131.20370483398438,122.83860449308214,126.50474210370497
2022-03-20,127.0,110.0925721637362,123.34356634385189,125.74034494232774,130.5908660888672,120.53179313407301,125.62100138842266
2022-03-21,,110.04462389323804,121.00662745129453,123.99165421239312,134.32298278808594,122.62714981310143,126.98059560452681
2022-03-22,,109.6328287916759,123.38499596464567,117.65820762590573,132.7728271484375,115.69641064421468,122.04248180618596
2022-03-23,,108.94583692630802,127.55552692641565,111.39166113917318,130.15631103515625,103.8696784687163,115.13921688101523
2022-03-24,,108.27123791570872,127.81412137247003,110.71706212857389,134.134765625,103.08219135271132,115.97800636876174
2022-03-25,140.0,107.90194469037029,127.74653469734253,116.27006794804207,137.62994384765625,111.69286438812594,121.86429206127475
2022-03-26,,107.92352256599152,124.84787732302684,117.22270253209234,138.2637176513672,96.55670088361457,117.34770702235802
2022-03-27,,107.18028206371004,123.69939502171991,113.79278398141399,136.66409301757812,103.5080695618578,117.98831552028331
2022-03-28,,106.19844641338253,122.47151079128953,108.02568261895215,133.9872589111328,107.76111327165296,116.5913516005793
2022-03-29,,106.56752424459714,113.77214205691891,75.1736339524099,105.85035705566406,93.91101431879659,91.6450017756235
2022-03-30,,106.48129736123217,111.46079654844272,104.95648139102441,137.59303283691406,103.97364898055271,115.50772106949705
2022-03-31,138.0,107.12572580919807,106.77074715434625,108.39050944004536,136.70477294921875,91.55934888122712,112.21821042349707
2022-04-01,,108.25286787400334,102.5741657997093,63.54218222425999,45.665462493896484,66.68779543058311,58.63181338291319
2022-04-02,,109.8481921449354,100.36017018412737,61.11948283010826,47.26078414916992,62.799346629693034,57.059871202990415
2022-04-03,,112.07892908122088,99.98709952010007,62.4732662144174,49.491519927978516,65.19409408954006,59.052960077312
2022-04-04,,114.7434620902902,100.16348000399007,64.54969646108546,52.15605545043945,67.22126778755236,61.309006566359095
2022-04-05,48.0,117.92127160384346,101.34435065542513,66.823014953999,55.333866119384766,71.03643661216265,64.39777256184881
2022-04-06,,122.27674848953906,106.39221795916049,71.30521636866143,59.6893424987793,99.20728049868383,76.73394645537485
2022-04-07,,126.18818269627344,114.97376155373138,74.3289265385959,63.600772857666016,105.5841189730706,81.1712727897775
2022-04-08,,128.50897745426948,118.61506156062761,81.28930095532002,65.07000732421875,111.62441742426735,85.99457523460204
2022-04-09,,131.04956653035848,128.94116866912896,78.75000935264686,68.462158203125,98.87319341864945,82.02845365814044
2022-04-10,,133.4141632219686,140.45945956420772,84.4100218838222,70.82676696777344,85.30090522154154,80.1792313577124
2022-04-11,,135.09168342909075,158.68521784258732,83.17132160778336,72.50428771972656,87.26462280917958,80.9800773788965
2022-04-12,,136.22634890293614,170.94864561302782,88.5519322456187,73.63894653320312,89.67633415102009,83.95573764328064
2022-04-13,,136.8731928421481,178.43122948674156,87.94581335973719,74.28579711914062,87.48135545050111,83.23765530979297
2022-04-14,,137.1549129708475,181.59429019263843,88.22753348843659,111.31718444824219,89.44140063143693,96.32870618937191
2022-04-15,,137.25949451062328,183.04843211789472,89.58507785330582,111.42176818847656,91.80212867454418,97.60299157210886
2022-04-16,,137.30533499576663,182.94702999396367,87.78985275095447,111.46760559082031,87.56233567357854,95.60659800511779
2022-04-17,,137.32436660513812,183.2467252716957,89.87026355245504,111.48664855957031,90.40581654664119,97.25424288622219
2022-04-18,,137.33085150679543,183.101664861794,92.1359253393955,111.49313354492188,103.25983507697879,102.29629798709873
2022-04-19,,137.33275159067367,185.91709847764582,90.27300236866022,116.91658020019531,112.6436545779782,106.61107904894459
2022-04-20,,137.3331208377431,184.04410993869524,89.47149625064745,116.91694641113281,118.77571568779013,108.38805278319012
2022-04-21,,137.33341315833977,184.51531263910996,90.35286607739776,116.06568145751953,117.60042122225691,108.00632291905806
2022-04-22,,137.33353624069625,190.0301091171894,91.954599998417,116.91737365722656,119.19921983332114,109.35706449632157
2022-04-23,,137.33317468627408,184.38285982484263,93.33608370105344,116.91700744628906,110.36381112820628,106.87230075851626
2022-04-24,,137.30522729870472,183.8008359096234,127.83462067847357,148.6605987548828,130.99162028686055,135.82894657340566
2022-04-25,,137.31877405056534,181.9396205555347,92.50565534620779,118.0091781616211,100.20434143693926,103.57305831492272
2022-04-26,,137.32814369495276,183.01559605371364,91.55229747029496,116.91197204589844,95.29461610882284,101.2529618750054
2022-04-27,,137.3318746288837,182.74274320005546,91.97413970201436,116.91571044921875,103.83380970502164,104.24121995208492
2022-04-28,,137.3331669936268,182.72917780187083,90.06323579977519,116.9169921875,93.98111468437277,100.32044755721599
2022-04-29,,137.33349008481255,182.21915665221064,90.56944178368369,116.91732788085938,90.41494002631562,99.3005698969529
2022-04-30,,137.33353624069625,182.06595696384906,90.56948793956737,116.91737365722656,90.41498618219931,99.30061592633108
2022-05-01,,137.33353624069625,178.83459058229718,92.56390407622817,116.91737365722656,105.37993933791174,104.95373902378883
2022-05-02,,137.33353624069625,179.97429274801522,92.05802118350545,116.91737365722656,116.36352904032557,108.44630796035251
2022-05-03,,137.33353624069625,180.55212235914325,90.06360504684464,116.91737365722656,104.62641188194254,103.86913019533792
2022-05-04,,137.33353624069625,179.2040767963946,90.56948793956735,116.91737365722656,96.1443115721258,101.21039105630656
2022-05-05,,137.33353624069625,179.3051612837044,90.56948793956737,116.91737365722656,94.28830463009194,100.59172207562862
2022-05-06,,137.33353624069625,178.22129743802114,90.56948793956738,116.91737365722656,96.21151715680395,101.23279291786598
2022-05-07,,137.33353624069625,180.8337383073545,92.56390407622817,116.91737365722656,114.16124379169158,107.88084050838211
2022-05-08,,137.33353624069625,179.5240229588014,91.05180712331571,116.91737365722656,109.85532631869884,105.94150236641372
2022-05-09,,137.33353624069625,178.41625171588439,90.56948793956738,116.91737365722656,96.67539642711732,101.38741934130375
2022-05-10,,137.33353624069625,178.6060783808341,90.56948793956737,116.91737365722656,96.21151715680395,101.23279291786595
2022-05-11,,137.33353624069625,178.77257393135767,92.0016676133271,116.91737365722656,110.2395139871183,106.38618508589066
2022-05-12,,137.33353624069625,178.89151766353274,90.06360504684463,116.91737365722656,99.77801490604685,102.25299787003935
2022-05-13,,137.33353624069625,178.42478382475377,92.0016676133271,116.91737365722656,110.2395139871183,106.38618508589066
2022-05-14,,137.33353624069625,178.40776852815767,91.49578472060438,116.91737365722656,111.28100943562187,106.56472260448426
2022-05-15,,137.33353624069625,180.1326414866026,89.46562302220728,116.60106658935547,119.27875129122259,108.44848030092845
2022-05-16,,137.33353624069625,180.10883615529684,90.0765887033914,116.91737365722656,119.0230316298904,108.67233133016946
2022-05-17,,137.33353624069625,178.3278937391592,90.06360504684464,116.91737365722656,103.69792386948733,103.55963419118619
2022-05-18,,137.33353624069625,178.07664104055894,90.56948793956737,116.91737365722656,98.35372147935371,101.94686102538253
2022-05-19,,137.33353624069625,179.58711072552035,90.1607633909343,115.70314025878906,119.87343176118526,108.5791118036362
2022-05-20,,137.33353624069625,180.32664525733253,90.07658870339141,116.91737365722656,119.0230316298904,108.67233133016946
2022-05-21,,137.33353624069625,177.39070033157327,91.4957847206044,116.91737365722656,113.90551804747244,107.43955880843447
2022-05-22,,137.33353624069625,178.50563667094124,89.79043293358518,116.91737365722656,118.43417908024654,108.38066189035275
2022-05-23,,137.33353624069625,180.14053592946692,89.32552567063424,116.91737365722656,109.5614185233157,105.26810595039217
2022-05-24,,137.33353624069625,177.16358754361605,90.56948793956735,116.91737365722656,96.67539642711732,101.38741934130375
2022-05-25,,137.33353624069625,177.09841568918233,91.49191412029563,116.91737365722656,98.47335845189488,102.2942154098057
2022-05-26,,137.33353624069625,177.50820332078962,92.47959639960759,116.91737365722656,115.77574542912805,108.3909051619874
2022-05-27,,137.33353624069625,177.51994056411564,90.58490455712152,116.91737365722656,106.43365453445182,104.64531091626664
2022-05-28,,137.33353624069625,177.39357729358255,92.0016676133271,116.91737365722656,112.77007709289056,107.22970612114807
2022-05-29,,137.33353624069625,178.25945210723208,91.97371350688485,116.91737365722656,117.4714468123045,108.78751132547198
2022-05-30,,137.33353624069625,177.18599549032123,91.50733073784977,116.91737365722656,109.7636942283146,106.0627995411303
2022-05-31,,137.33353624069625,177.22346517513864,90.48557330231219,116.91737365722656,119.71052066105233,109.03782254019704
2022-10-01,,1.4099280039469,15.80586482892289,0.0,11.754283905029297,0.0,0.5402615067308439
2022-10-02,,1.2225310007730998,11.149495447119303,0.0,12.673463821411133,0.0,0.0
2022-10-03,,0.93305110931395,11.57671066190703,0.0,0.0,0.0,0.0
2022-10-04,,0.6477832794189,13.133074352199937,0.0,0.0,0.0,0.0
2022-10-05,,0.3957351048787434,14.014525538803706,0.0,0.0,0.0,0.0
2022-10-06,,0.1704891522725423,15.410825295944427,0.0,0.0,0.0,0.0
2022-10-07,,0.0835458437601725,16.831780748340044,0.0,0.0,0.0,0.0
2022-10-08,,0.0276764233907063,15.757152373778787,0.0,0.0,0.0,0.0
2022-10-09,,0.0021258989969889,17.420511397955654,0.0,0.0,0.0,0.0
2022-10-10,,0.0005364418029785,18.455304084219947,0.0,0.0,0.0,0.0
2022-10-23,,0.0104506810506184,19.240646447957175,0.0,0.0,0.0,0.0
2022-10-24,,0.0583728154500325,19.761764959794025,0.0,10.402728080749512,4.009034015763212,3.7191806888409378
2022-10-25,,0.0600814819335937,18.76414367420677,0.0,11.511013984680176,1.1267652775036767,3.6422847668747678
2022-10-26,,0.0453988711039225,18.10503044765933,0.0,0.0,0.0,0.0
2022-10-27,,0.0331600507100423,21.87090764884259,0.0,0.0,0.04635880481962734,0.0
2022-10-28,,0.94721714655555,19.54841478926113,0.0,11.291572570800781,5.798972482759915,3.48521367959151
2022-10-29,,1.05798244476315,15.024098591319564,0.10977389102531565,8.884875297546387,3.680306799688262,4.224985329419988
2022-10-30,,1.56031052271525,11.912314041166246,0.0,0.0,0.22350811434798,0.0
2022-10-31,,1.4975468317667502,15.470407055399512,0.0,0.0,1.5107455858763352,0.0
2022-11-01,,0.9114344914754,21.729978000662243,0.0,0.18323004245758057,0.0,0.0
2022-11-02,,0.7015466690062999,18.670115042775,0.0,0.0,0.0,0.0
2022-11-03,,0.50105651219685,20.030557872340374,0.0,0.0,0.0,0.0
2022-11-04,,0.37918488184611,20.597117544448828,0.0,0.0,0.0,0.0
2022-11-05,,0.2550284067789714,21.83519688354171,0.0,0.0,0.0,0.0
2022-11-06,,0.1732508341471354,24.753523951808415,0.0,0.0,0.0,0.0
2022-11-07,,1.50823593139645,15.182926614507636,0.0,11.180107116699219,5.361645748209436,3.349009189777426
2022-11-08,,2.9685298601786,9.383058099758346,0.0,13.902527809143066,6.596646013843097,5.463462923219891
2022-11-09,,4.44912910461425,3.47550802819766,1.2826312333294498,12.276021957397461,11.042537620630345,8.200396937119086
2022-11-10,11.0,4.82964515686035,0.31376035244767486,1.8096847022803164,16.28057861328125,11.47532849330516,9.855197269622241
2022-11-11,,5.9754451115926,0.0,4.077788916147079,13.802337646484375,13.345473684485533,10.408533415705662
2022-11-12,,8.322715759277301,0.0,8.891888796188553,33.14789581298828,11.6785629490048,17.90611585272721
2022-11-13,,15.47382275263465,13.275977873967387,13.392796510172353,37.75550842285156,16.937174111977196,22.695159681667036
2022-11-14,,14.3515666325887,0.5977080319253911,0.0,3.5827980041503906,16.121672802936285,1.5122960011243844
2022-11-15,,8.078734079996702,0.0,0.0,0.0,9.846094759037125,0.0
2022-11-16,,6.74839814503985,0.0,0.0,17.092754364013672,13.770036701251978,9.826735280751599
2022-11-17,,7.4931979179382,0.0,4.188777873844996,15.320091247558594,12.17857576584046,10.56248162908135
2022-11-18,,7.75873661041255,0.0,9.28877464509659,15.5856294631958,15.84987272953414,13.574758945942177
2022-11-19,,8.134464422861699,0.0,4.399401476230726,13.361945152282715,12.794754618593487,10.185367082368975
2022-11-20,9.0,11.318306128184,4.83907942185073,14.608115682273521,23.828044891357422,15.84977436320845,18.095311645613133
2022-11-21,,11.51925325393675,3.2411187562126234,19.95063812738958,26.75727081298828,22.60709908336888,23.10500267458225
2022-11-22,,13.22762171427405,3.2235864043378175,14.832753428785564,22.90545654296875,17.889341439049563,18.542517136934624
2022-11-23,,13.94192377726235,8.142770412771254,21.26826900557687,29.179943084716797,22.303891464488437,24.25070118492737
2022-11-24,,13.99372021357215,5.232384465595581,22.845584210008884,29.840425491333008,27.00486518900345,26.563624963448447
2022-11-25,,16.5270169576009,8.807019793810477,18.369863360800654,27.49199676513672,19.88381589773281,21.91522534122339
2022-11-26,,19.531091054280548,26.178131001309474,26.68995021434204,37.815589904785156,30.213346484740338,31.572962201289183
2022-11-27,,19.5465087890625,17.26999668174164,25.62737538363826,32.523834228515625,28.177080742929938,28.776096785027942
2022-11-28,,19.5496877034505,15.414099150297048,25.397476265137723,32.52701187133789,25.133911077678764,27.68613307138479
2022-11-29,,19.5522904396057,13.776816016725425,24.331645534573628,32.52961349487305,25.77184614002015,27.54436838982227
2022-11-30,25.0,19.55509185791015,13.175059613052952,24.03782893967307,32.53241729736328,23.224923584737834,26.598389940591392
2022-12-01,,40.57141108559188,39.124172316648504,41.96422690625621,49.10151672363281,42.853164132381806,44.639635920756945
2022-12-02,,40.57646563916624,38.65530780744453,42.89973236435701,46.07796859741211,40.91394053119328,43.29721383098747
2022-12-03,,40.58555705096458,38.17747917722175,42.09202177505139,46.087059020996094,38.029271282141956,42.069450692729816
2022-12-04,,40.76355196777704,35.61914741966064,43.511677521286515,45.656368255615234,43.61389161428002,44.26064579706059
2022-12-05,,41.87402721112691,40.088788465528815,41.487468201478755,50.13092041015625,40.3491861273286,43.98919157965454
2022-12-06,,42.890637019977,42.25841849286266,45.05784278957559,47.783451080322266,44.68125588840027,45.840849919432706
2022-12-07,,43.11890608710701,40.92953167199153,44.75910849786802,48.62041091918945,47.8208872386314,47.06680221856296
2022-12-08,,43.15903720709736,39.98275948018134,44.24220847344277,48.5434684753418,47.65579276420213,46.813823237662234
2022-12-09,,43.81731648301621,38.516604359613154,41.42105098287749,48.59305953979492,41.07593652677418,43.696682349815525
2022-12-10,34.0,45.21457827615313,44.63671220849142,43.85724324737416,53.47146987915039,44.70756954283921,47.34542755645458
2022-12-11,,48.27455073303061,48.797766911335614,43.09501477727652,58.92207336425781,42.86644942346487,48.2945125216664
2022-12-12,,51.56041763455348,57.049099427717664,50.203168042458266,62.25510025024414,49.682621982230074,54.04696342497749
2022-12-13,,60.04443492447492,68.02921153413602,56.09020583817173,69.33545684814453,54.636838314266114,60.02083366686079
2022-12-14,,63.69104090459206,80.25406748570238,65.74788446619861,74.9944076538086,65.6733552831151,68.80521580104077
2022-12-15,,63.75030469717284,71.22284719616512,64.68401150832081,71.6895980834961,68.15059306432723,68.1747342187147
2022-12-16,,63.76037988114333,68.8627867014304,63.377705879207205,71.69966888427734,67.19271209183967,67.42336228510807
2022-12-17,,63.77313499620365,67.50584660100444,64.15473004865002,71.7124252319336,64.05347642915056,66.6402105699114
2022-12-18,,63.80156261966253,68.25477472432704,66.08134622221546,75.10492706298828,68.66608405317062,69.95078577945812
2022-12-19,,63.83908165491977,66.00777343132624,65.54819399377968,71.77837371826172,69.05132284788795,68.79263018664311
2022-12-20,63.0,63.860249718211385,65.11493697947446,66.44963525791239,75.16361236572266,69.59321720062287,70.40215494141931
2022-12-21,,64.42062670140658,65.58541781484043,61.90710974817381,75.11530303955078,60.23636693930573,65.75292657567677
2022-12-22,,66.03747322801547,71.9157430476689,67.91189197815247,76.7321548461914,68.20953220601488,70.9511930101196
2022-12-23,,66.24674531526838,69.76775699566394,69.2581205020857,76.94142150878906,71.61705846290519,72.60553349125999
2022-12-24,,66.48498779683388,66.60486861542789,68.1398995337758,74.40640258789062,71.13988533777952,71.22872915314865
2022-12-25,,66.69035871857636,67.93937078828694,69.78834876184948,75.55593872070312,71.66187297055724,72.33538681770328
2022-12-26,,66.67624667638198,67.58197738296771,68.20894356787423,75.54182434082031,67.27323393918931,70.34133394929462
2022-12-27,,66.69690589199828,66.20506323996126,67.42004737772159,75.56248474121094,62.09370664441876,68.35874625445042
2022-12-28,,67.11209167184731,64.78313866184271,64.9942629992001,75.36898803710938,62.67186256790633,67.67837120140526
2022-12-29,,72.29880994914123,77.1357823418364,65.68257601824403,82.94633483886719,65.03282249940948,71.2205777855069
2022-12-30,,76.48598177629607,86.47022754283768,69.86974784539888,87.13350677490234,68.81267015035976,75.27197492355366
2022-12-31,60.0,79.94872412974586,89.79855820769518,73.50780790569895,84.52806091308594,71.39786432979939,76.47791104952809
2023-01-01,,84.85496556842621,102.32249928566921,82.92191977566384,102.48361206054688,84.75606856529393,90.05386680050155
2023-01-02,,86.54383100267613,104.71444657133377,89.54447782097122,104.21964263916016,89.83614666544761,94.53342237519298
2023-01-03,,92.70784212511025,110.02901337631658,92.1286275440121,113.63302612304688,92.20123363301637,99.32096243335845
2023-01-04,,100.21395595268116,123.33088328248513,98.3241841677911,117.84260559082031,98.91970456552737,105.02883144137958
2023-01-05,,114.92314785560517,137.26951029342504,114.96963597128968,135.84832763671875,115.01899523975673,121.94565294925506
2023-01-06,,130.21659865928422,157.90357572519173,130.76129404296452,152.498291015625,130.23402626153603,137.8312037733752
2023-01-07,,132.2432711035625,145.75015777208233,136.19193523955786,153.54312133789062,137.33916804255082,142.3580748733331
2023-01-08,,134.08719938605907,141.78833300448335,133.69860342634573,146.96498107910156,138.65938011658807,139.77432154067844
2023-01-09,,136.464433955426,144.1904698944601,137.28853834880493,151.5853729248047,146.65740594273913,145.1771057387829
2023-01-10,125.0,136.46558734348997,141.0152378145385,145.7479065047823,154.32530212402344,150.2319312773577,150.10171330205446
2023-01-11,,136.6246192036037,138.89719879600008,143.5531624854657,148.56846618652344,152.11067068559177,148.07743311919364
2023-01-12,,137.26505488770948,138.3647322149072,140.70166816209397,149.2089080810547,150.55159018358665,146.8207221422451
2023-01-13,,137.90416756785947,139.85181170320783,143.9766775593104,149.8480224609375,150.07282315312375,147.96584105779053
2023-01-14,,138.48055629123684,141.19064586950282,144.01237615885148,155.73158264160156,149.16108254061706,149.63501378035667
2023-01-15,,139.17842391629233,142.97539611049262,146.50505981780617,156.429443359375,150.82359087681266,151.25269801799794
2023-01-16,,139.62892372480576,143.36727582758346,145.4803919080906,156.87994384765625,153.43053977676354,151.93029184417014
2023-01-17,,140.99110895152677,146.37416125842662,145.30038575562048,158.24212646484375,149.03737318714735,150.85996180253719
2023-01-18,,141.59667160828678,147.56568424234166,149.1885584982413,158.84768676757812,153.40384611187187,153.81336379256376
2023-01-19,,141.70437769955407,146.56497642724736,151.54610491164564,158.9553985595703,159.50641337054563,156.66930561392053
2023-01-20,122.0,144.1015590977919,151.11849221110623,145.4077120190941,154.4563751220703,149.84315417071184,149.90241377062543
2023-01-21,,145.74998810344636,157.57220174822166,153.36063530637227,163.7267608642578,157.49007894868515,158.1924917064384
2023-01-22,,145.76287891122007,154.40128001706105,154.45171651677248,158.4324951171875,157.3025728799036,156.72892817128786
